"","iteration","instance","precision","recall","fmeasure","num_annotations"
"51",4,106,0.658536585365854,0.839712918660287,0.738170347003155,533
"52",5,106,0.652014652014652,0.851674641148325,0.738589211618257,546
"53",6,106,0.647912885662432,0.854066985645933,0.736842105263158,551
"54",1,132,0.943127962085308,0.476076555023923,0.63275039745628,211
"55",2,132,0.941964285714286,0.504784688995215,0.657320872274143,224
"56",3,132,0.862973760932945,0.708133971291866,0.777923784494087,343
"57",4,132,0.870206489675516,0.705741626794258,0.779392338177014,339
"58",5,132,0.876106194690266,0.710526315789474,0.784676354029062,339
"59",6,132,0.732101616628176,0.758373205741627,0.745005875440658,433
"60",1,119,0.771428571428571,0.710526315789474,0.73972602739726,385
"61",2,119,0.756501182033097,0.76555023923445,0.760998810939358,423
"62",3,119,0.75764705882353,0.770334928229665,0.763938315539739,425
"63",4,119,0.755395683453237,0.753588516746411,0.754491017964072,417
"64",5,119,0.75,0.77511961722488,0.762352941176471,432
"65",6,119,0.66734693877551,0.782296650717703,0.720264317180617,490
"66",7,119,0.651851851851852,0.631578947368421,0.641555285540705,405
"67",8,119,0.657004830917874,0.650717703349282,0.653846153846154,414
"68",9,119,0.669603524229075,0.727272727272727,0.697247706422018,454
"69",1,125,0.420798065296252,0.832535885167464,0.559036144578313,827
"70",2,125,0.805309734513274,0.65311004784689,0.721268163804491,339
"71",3,125,0.568840579710145,0.751196172248804,0.647422680412371,552
"72",4,125,0.497744360902256,0.791866028708134,0.611265004616805,665
"73",5,125,0.627450980392157,0.76555023923445,0.689655172413793,510
"74",6,125,0.620889748549323,0.767942583732057,0.686631016042781,517
"75",7,125,0.551859099804305,0.674641148325359,0.607104413347686,511
"76",1,108,0.666666666666667,0.282296650717703,0.396638655462185,177
"77",2,108,0.71563981042654,0.361244019138756,0.480127186009539,211
"78",3,108,0.84180790960452,0.356459330143541,0.500840336134454,177
"79",4,108,0.827777777777778,0.356459330143541,0.498327759197324,180
"80",5,108,0.835051546391753,0.38755980861244,0.529411764705882,194
"81",6,108,0.821989528795812,0.375598086124402,0.51559934318555,191
"82",7,108,0.846153846153846,0.394736842105263,0.538336052202284,195
"83",8,108,0.803468208092486,0.665071770334928,0.727748691099476,346
"84",1,126,0.917098445595855,0.423444976076555,0.579378068739771,193
"85",2,126,0.859531772575251,0.614832535885168,0.716875871687587,299
"86",3,126,0.866220735785953,0.619617224880383,0.722454672245467,299
"87",4,126,0.861671469740634,0.715311004784689,0.781699346405229,347
"88",5,126,0.846153846153846,0.710526315789474,0.772431729518856,351
"89",6,126,0.8283378746594,0.727272727272727,0.774522292993631,367
"90",7,126,0.832876712328767,0.727272727272727,0.776500638569604,365
"91",1,128,0.6793893129771,0.851674641148325,0.75583864118896,524
"92",2,128,0.664165103189493,0.84688995215311,0.744479495268139,533
"93",3,128,0.526315789473684,0.885167464114832,0.660124888492417,703
"94",4,128,0.644642857142857,0.863636363636364,0.738241308793456,560
"95",5,128,0.631118881118881,0.863636363636364,0.729292929292929,572
"96",6,128,0.598673300165838,0.863636363636364,0.70714985308521,603
"97",7,128,0.591503267973856,0.866028708133971,0.702912621359223,612
